"プロット タイトル: Microstation_00_ecser_surface_201223"
"#","日付 時間, GMT+09:00","PAR, uE","風速, m/s","突風の速さ, m/s","圧力, mbar"
11677,03/14/2021 08:00:01 午後,1.2,0.00,1.51,1019.750
11678,03/14/2021 08:10:01 午後,1.2,0.00,1.01,1019.750
11679,03/14/2021 08:20:01 午後,1.2,0.00,1.51,1019.950
11680,03/14/2021 08:30:01 午後,1.2,0.00,1.01,1019.850
11681,03/14/2021 08:40:01 午後,1.2,0.00,1.51,1019.950
11682,03/14/2021 08:50:01 午後,1.2,0.00,1.51,1019.950
11683,03/14/2021 09:00:01 午後,1.2,0.00,1.51,1020.050
11684,03/14/2021 09:10:01 午後,1.2,0.00,1.51,1019.950
11685,03/14/2021 09:20:01 午後,1.2,0.00,1.51,1020.050
11686,03/14/2021 09:30:01 午後,1.2,0.00,1.01,1019.950
11687,03/14/2021 09:40:01 午後,1.2,0.00,2.01,1019.750
11688,03/14/2021 09:50:01 午後,1.2,0.00,1.51,1019.950
11689,03/14/2021 10:00:01 午後,1.2,0.00,1.51,1019.850
11690,03/14/2021 10:10:01 午後,1.2,0.00,1.01,1019.850
11691,03/14/2021 10:20:01 午後,1.2,0.00,1.01,1019.950
11692,03/14/2021 10:30:01 午後,1.2,0.00,1.01,1020.050
11693,03/14/2021 10:40:01 午後,1.2,0.00,1.01,1019.950
11694,03/14/2021 10:50:01 午後,1.2,0.00,1.51,1020.050
11695,03/14/2021 11:00:01 午後,1.2,0.00,0.50,1020.450
11696,03/14/2021 11:10:01 午後,1.2,0.00,2.01,1020.450
11697,03/14/2021 11:20:01 午後,1.2,0.00,1.01,1020.550
11698,03/14/2021 11:30:01 午後,1.2,0.00,1.01,1020.450
11699,03/14/2021 11:40:01 午後,1.2,0.00,0.50,1020.450
11700,03/14/2021 11:50:01 午後,1.2,0.00,0.50,1020.550
11701,03/15/2021 12:00:01 午前,1.2,0.00,1.51,1020.250
11702,03/15/2021 12:10:01 午前,1.2,0.00,1.01,1020.250
11703,03/15/2021 12:20:01 午前,1.2,0.00,1.51,1019.950
11704,03/15/2021 12:30:01 午前,1.2,0.00,1.51,1019.850
11705,03/15/2021 12:40:01 午前,1.2,0.00,0.50,1020.050
11706,03/15/2021 12:50:01 午前,1.2,0.00,1.01,1019.850
11707,03/15/2021 01:00:01 午前,1.2,0.00,1.01,1020.150
11708,03/15/2021 01:10:01 午前,1.2,0.00,0.50,1020.150
11709,03/15/2021 01:20:01 午前,1.2,0.00,0.50,1019.850
11710,03/15/2021 01:30:01 午前,1.2,0.00,0.50,1019.650
11711,03/15/2021 01:40:01 午前,1.2,0.00,1.01,1019.950
11712,03/15/2021 01:50:01 午前,1.2,0.00,1.51,1019.950
11713,03/15/2021 02:00:01 午前,1.2,0.00,0.50,1019.950
11714,03/15/2021 02:10:01 午前,1.2,0.00,0.50,1019.950
11715,03/15/2021 02:20:01 午前,1.2,0.00,0.50,1019.950
11716,03/15/2021 02:30:01 午前,1.2,0.00,0.50,1019.950
11717,03/15/2021 02:40:01 午前,1.2,0.00,0.50,1019.850
11718,03/15/2021 02:50:01 午前,1.2,0.00,1.01,1019.750
11719,03/15/2021 03:00:01 午前,1.2,0.00,0.50,1019.950
11720,03/15/2021 03:10:01 午前,1.2,0.00,0.50,1020.050
11721,03/15/2021 03:20:01 午前,1.2,0.00,0.50,1020.050
11722,03/15/2021 03:30:01 午前,1.2,0.00,0.50,1020.050
11723,03/15/2021 03:40:01 午前,1.2,0.00,0.00,1020.150
11724,03/15/2021 03:50:01 午前,1.2,0.00,0.50,1019.950
11725,03/15/2021 04:00:01 午前,1.2,0.00,0.50,1019.950
11726,03/15/2021 04:10:01 午前,1.2,0.00,0.50,1019.950
11727,03/15/2021 04:20:01 午前,1.2,0.00,0.50,1019.850
11728,03/15/2021 04:30:01 午前,1.2,0.00,0.50,1019.850
11729,03/15/2021 04:40:01 午前,1.2,0.00,0.50,1019.750
11730,03/15/2021 04:50:01 午前,1.2,0.00,0.00,1019.650
11731,03/15/2021 05:00:01 午前,1.2,0.00,0.50,1019.750
11732,03/15/2021 05:10:01 午前,1.2,0.00,0.50,1019.750
11733,03/15/2021 05:20:01 午前,1.2,0.00,0.50,1019.950
11734,03/15/2021 05:30:01 午前,1.2,0.00,0.50,1019.850
11735,03/15/2021 05:40:01 午前,1.2,0.00,0.50,1019.950
11736,03/15/2021 05:50:01 午前,1.2,0.00,1.01,1019.950
11737,03/15/2021 06:00:01 午前,1.2,0.00,0.50,1019.850
11738,03/15/2021 06:10:01 午前,1.2,0.00,0.50,1019.950
11739,03/15/2021 06:20:01 午前,1.2,0.00,0.50,1019.950
11740,03/15/2021 06:30:01 午前,6.2,0.00,1.01,1020.250
11741,03/15/2021 06:40:01 午前,21.2,0.00,1.01,1020.350
11742,03/15/2021 06:50:01 午前,43.7,0.00,1.01,1020.650
11743,03/15/2021 07:00:01 午前,71.2,0.00,1.01,1020.950
11744,03/15/2021 07:10:01 午前,98.7,0.00,1.01,1020.750
11745,03/15/2021 07:20:01 午前,128.7,0.00,0.50,1020.750
11746,03/15/2021 07:30:01 午前,153.7,0.00,0.50,1020.850
11747,03/15/2021 07:40:01 午前,178.7,0.00,0.50,1020.950
11748,03/15/2021 07:50:01 午前,351.2,0.50,2.52,1020.450
11749,03/15/2021 08:00:01 午前,418.7,0.00,2.01,1020.450
11750,03/15/2021 08:10:01 午前,483.7,0.00,1.51,1020.350
11751,03/15/2021 08:20:01 午前,551.2,0.00,2.01,1020.450
11752,03/15/2021 08:30:01 午前,616.2,0.00,2.01,1020.350
11753,03/15/2021 08:40:01 午前,671.2,0.00,2.01,1020.650
11754,03/15/2021 08:50:01 午前,741.2,0.00,2.01,1020.550
11755,03/15/2021 09:00:01 午前,816.2,0.50,2.01,1020.550
11756,03/15/2021 09:10:01 午前,938.7,0.00,1.51,1020.650
11757,03/15/2021 09:20:01 午前,1123.7,0.00,1.01,1020.950
11758,03/15/2021 09:30:01 午前,728.7,0.00,1.01,1021.050
11759,03/15/2021 09:40:01 午前,738.7,0.00,1.01,1021.150
11760,03/15/2021 09:50:01 午前,678.7,0.00,1.51,1021.250
11761,03/15/2021 10:00:01 午前,933.7,0.50,2.52,1021.350
11762,03/15/2021 10:10:01 午前,856.2,1.01,3.02,1021.050
11763,03/15/2021 10:20:01 午前,851.2,1.51,3.02,1021.150
11764,03/15/2021 10:30:01 午前,1218.7,0.50,2.52,1021.050
11765,03/15/2021 10:40:01 午前,861.2,0.50,2.52,1020.850
11766,03/15/2021 10:50:01 午前,1128.7,1.01,3.52,1020.850
11767,03/15/2021 11:00:01 午前,1268.7,1.01,4.03,1020.850
11768,03/15/2021 11:10:01 午前,1013.7,1.01,3.52,1020.750
11769,03/15/2021 11:20:01 午前,951.2,1.01,3.52,1020.550
11770,03/15/2021 11:30:01 午前,1383.7,1.51,3.52,1020.550
11771,03/15/2021 11:40:01 午前,1591.2,1.01,3.52,1020.450
11772,03/15/2021 11:50:01 午前,1476.2,1.51,3.52,1020.550
11773,03/15/2021 12:00:01 午後,1498.7,2.01,4.53,1020.550
11774,03/15/2021 12:10:01 午後,1258.7,2.52,5.54,1020.450
11775,03/15/2021 12:20:01 午後,1233.7,3.52,5.03,1020.450
11776,03/15/2021 12:30:01 午後,1061.2,2.52,5.03,1020.550
11777,03/15/2021 12:40:01 午後,1273.7,2.52,5.54,1020.350
11778,03/15/2021 12:50:01 午後,1598.7,2.52,6.04,1019.950
11779,03/15/2021 01:00:01 午後,1613.7,2.52,5.54,1020.050
11780,03/15/2021 01:10:01 午後,1206.2,1.51,5.03,1019.850
11781,03/15/2021 01:20:01 午後,891.2,2.52,5.03,1019.750
11782,03/15/2021 01:30:01 午後,1278.7,2.01,5.03,1019.450
11783,03/15/2021 01:40:01 午後,1781.2,2.52,5.03,1019.250
11784,03/15/2021 01:50:01 午後,1408.7,2.52,6.54,1019.250
11785,03/15/2021 02:00:01 午後,1256.2,3.02,6.04,1019.150
11786,03/15/2021 02:10:01 午後,1281.2,3.52,6.54,1018.850
11787,03/15/2021 02:20:01 午後,1238.7,4.03,7.05,1018.750
11788,03/15/2021 02:30:01 午後,1191.2,3.02,6.54,1018.550
11789,03/15/2021 02:40:01 午後,1396.2,2.52,5.03,1018.550
11790,03/15/2021 02:50:01 午後,956.2,3.02,5.54,1018.350
11791,03/15/2021 03:00:01 午後,1231.2,2.52,5.54,1018.450
11792,03/15/2021 03:10:01 午後,996.2,2.01,5.03,1018.350
11793,03/15/2021 03:20:01 午後,846.2,2.01,5.03,1018.450
11794,03/15/2021 03:30:01 午後,1006.2,2.52,5.54,1018.350
11795,03/15/2021 03:40:01 午後,763.7,2.01,4.53,1018.050
11796,03/15/2021 03:50:01 午後,808.7,2.01,5.03,1018.150
11797,03/15/2021 04:00:01 午後,916.2,2.01,4.53,1017.950
11798,03/15/2021 04:10:01 午後,783.7,2.01,5.03,1017.950
11799,03/15/2021 04:20:01 午後,673.7,2.01,4.53,1017.750
11800,03/15/2021 04:30:01 午後,671.2,2.01,4.03,1017.850
11801,03/15/2021 04:40:01 午後,583.7,1.51,3.52,1017.550
11802,03/15/2021 04:50:01 午後,523.7,1.01,4.03,1017.350
11803,03/15/2021 05:00:01 午後,446.2,1.01,2.52,1017.150
11804,03/15/2021 05:10:01 午後,378.7,1.01,3.52,1017.150
11805,03/15/2021 05:20:01 午後,326.2,1.51,4.53,1017.150
11806,03/15/2021 05:30:01 午後,223.7,2.01,3.52,1017.350
11807,03/15/2021 05:40:01 午後,176.2,1.01,2.52,1017.250
11808,03/15/2021 05:50:01 午後,118.7,0.50,2.52,1017.350
11809,03/15/2021 06:00:01 午後,68.7,0.00,1.51,1017.150
11810,03/15/2021 06:10:01 午後,38.7,0.00,0.50,1017.350
11811,03/15/2021 06:20:01 午後,18.7,0.00,1.51,1017.550
11812,03/15/2021 06:30:01 午後,3.7,0.00,2.01,1017.650
11813,03/15/2021 06:40:01 午後,1.2,0.00,1.51,1017.650
11814,03/15/2021 06:50:01 午後,1.2,0.50,1.51,1017.550
11815,03/15/2021 07:00:01 午後,1.2,0.00,1.51,1017.750
11816,03/15/2021 07:10:01 午後,1.2,0.00,1.51,1017.950
11817,03/15/2021 07:20:01 午後,1.2,0.00,1.51,1017.850
11818,03/15/2021 07:30:01 午後,1.2,0.00,1.01,1017.750
11819,03/15/2021 07:40:01 午後,1.2,0.00,1.01,1017.950
11820,03/15/2021 07:50:01 午後,1.2,0.00,1.01,1017.950
11821,03/15/2021 08:00:01 午後,1.2,0.00,1.01,1018.250
11822,03/15/2021 08:10:01 午後,1.2,0.00,1.01,1018.350
11823,03/15/2021 08:20:01 午後,1.2,0.00,1.51,1018.450
11824,03/15/2021 08:30:01 午後,1.2,0.00,1.51,1018.550
11825,03/15/2021 08:40:01 午後,1.2,0.00,1.01,1018.450
11826,03/15/2021 08:50:01 午後,1.2,0.00,1.01,1018.650
11827,03/15/2021 09:00:01 午後,1.2,0.00,0.50,1018.550
11828,03/15/2021 09:10:01 午後,1.2,0.00,0.50,1018.650
11829,03/15/2021 09:20:01 午後,1.2,0.00,1.01,1018.550
11830,03/15/2021 09:30:01 午後,1.2,0.00,1.01,1018.450
11831,03/15/2021 09:40:01 午後,1.2,0.00,1.01,1018.550
11832,03/15/2021 09:50:01 午後,1.2,0.00,1.01,1018.750
11833,03/15/2021 10:00:01 午後,1.2,0.00,1.51,1018.550
11834,03/15/2021 10:10:01 午後,1.2,0.00,1.01,1018.550
11835,03/15/2021 10:20:01 午後,1.2,0.00,0.50,1018.750
11836,03/15/2021 10:30:01 午後,1.2,0.00,0.50,1018.650
11837,03/15/2021 10:40:01 午後,1.2,0.00,0.50,1018.450
11838,03/15/2021 10:50:01 午後,1.2,0.00,1.01,1018.550
11839,03/15/2021 11:00:01 午後,1.2,0.00,1.01,1018.350
11840,03/15/2021 11:10:01 午後,1.2,0.00,1.01,1018.350
11841,03/15/2021 11:20:01 午後,1.2,0.00,1.01,1018.150
11842,03/15/2021 11:30:01 午後,1.2,0.00,0.50,1018.150
11843,03/15/2021 11:40:01 午後,1.2,0.00,1.51,1017.950
11844,03/15/2021 11:50:01 午後,1.2,0.50,1.51,1017.950
11845,03/16/2021 12:00:01 午前,1.2,0.00,1.51,1017.850
11846,03/16/2021 12:10:01 午前,1.2,0.00,0.50,1017.650
11847,03/16/2021 12:20:01 午前,1.2,0.00,1.01,1017.550
11848,03/16/2021 12:30:01 午前,1.2,0.00,1.01,1017.750
11849,03/16/2021 12:40:01 午前,1.2,0.00,2.01,1017.450
11850,03/16/2021 12:50:01 午前,1.2,0.00,1.51,1017.250
11851,03/16/2021 01:00:01 午前,1.2,0.50,4.03,1017.150
11852,03/16/2021 01:10:01 午前,1.2,0.00,1.51,1016.950
11853,03/16/2021 01:20:01 午前,1.2,0.00,1.01,1016.950
11854,03/16/2021 01:30:01 午前,1.2,0.00,2.01,1016.950
11855,03/16/2021 01:40:01 午前,1.2,0.00,3.02,1017.050
11856,03/16/2021 01:50:01 午前,1.2,1.51,5.54,1016.650
11857,03/16/2021 02:00:01 午前,1.2,3.02,8.05,1016.550
11858,03/16/2021 02:10:01 午前,1.2,2.01,5.03,1016.550
11859,03/16/2021 02:20:01 午前,1.2,2.01,7.05,1016.750
11860,03/16/2021 02:30:01 午前,1.2,2.01,5.54,1016.450
11861,03/16/2021 02:40:01 午前,1.2,1.51,5.54,1016.350
11862,03/16/2021 02:50:01 午前,1.2,2.01,5.54,1016.350
11863,03/16/2021 03:00:01 午前,1.2,1.01,4.03,1016.050
11864,03/16/2021 03:10:01 午前,1.2,1.01,4.03,1015.750
11865,03/16/2021 03:20:01 午前,1.2,1.01,4.03,1015.750
11866,03/16/2021 03:30:01 午前,1.2,1.01,5.03,1015.850
11867,03/16/2021 03:40:01 午前,1.2,1.51,7.55,1015.650
11868,03/16/2021 03:50:01 午前,1.2,3.02,9.56,1015.350
11869,03/16/2021 04:00:01 午前,1.2,1.51,4.53,1015.450
11870,03/16/2021 04:10:01 午前,1.2,3.02,8.05,1015.350
11871,03/16/2021 04:20:01 午前,1.2,3.02,8.56,1014.950
11872,03/16/2021 04:30:01 午前,1.2,3.02,7.55,1015.150
11873,03/16/2021 04:40:01 午前,1.2,3.52,7.55,1014.950
11874,03/16/2021 04:50:01 午前,1.2,2.01,7.05,1014.850
11875,03/16/2021 05:00:01 午前,1.2,1.51,6.04,1014.650
11876,03/16/2021 05:10:01 午前,1.2,5.54,10.07,1014.450
11877,03/16/2021 05:20:01 午前,1.2,4.53,10.07,1014.650
11878,03/16/2021 05:30:01 午前,1.2,4.03,9.06,1014.450
11879,03/16/2021 05:40:01 午前,1.2,5.03,8.56,1014.550
11880,03/16/2021 05:50:01 午前,1.2,4.53,11.58,1014.950
11881,03/16/2021 06:00:01 午前,1.2,4.53,9.06,1014.950
11882,03/16/2021 06:10:01 午前,1.2,4.53,10.07,1014.950
11883,03/16/2021 06:20:01 午前,1.2,3.02,7.05,1015.050
11884,03/16/2021 06:30:01 午前,3.7,3.52,7.55,1014.950
11885,03/16/2021 06:40:01 午前,8.7,5.03,10.07,1015.150
11886,03/16/2021 06:50:01 午前,18.7,4.53,9.06,1015.050
11887,03/16/2021 07:00:01 午前,31.2,2.52,6.04,1015.250
11888,03/16/2021 07:10:01 午前,86.2,1.51,5.54,1015.250
11889,03/16/2021 07:20:01 午前,111.2,1.51,6.54,1015.150
11890,03/16/2021 07:30:01 午前,131.2,1.51,7.05,1014.950
11891,03/16/2021 07:40:01 午前,183.7,2.01,6.54,1015.050
11892,03/16/2021 07:50:01 午前,196.2,1.01,4.03,1015.150
11893,03/16/2021 08:00:01 午前,178.7,2.52,8.05,1015.050
11894,03/16/2021 08:10:01 午前,228.7,1.01,4.03,1015.250
11895,03/16/2021 08:20:01 午前,263.7,2.01,6.04,1015.150
11896,03/16/2021 08:30:01 午前,218.7,3.02,9.06,1015.250
11897,03/16/2021 08:40:01 午前,126.2,4.03,8.05,1015.450
11898,03/16/2021 08:50:01 午前,81.2,2.52,7.05,1015.450
11899,03/16/2021 09:00:01 午前,101.2,3.52,8.05,1015.350
11900,03/16/2021 09:10:01 午前,58.7,4.53,9.56,1015.450
11901,03/16/2021 09:20:01 午前,76.2,4.03,9.56,1015.750
11902,03/16/2021 09:30:01 午前,103.7,2.01,6.04,1015.750
11903,03/16/2021 09:40:01 午前,141.2,2.01,5.03,1015.850
11904,03/16/2021 09:50:01 午前,148.7,1.51,4.53,1015.750
11905,03/16/2021 10:00:01 午前,131.2,2.01,6.04,1015.750
11906,03/16/2021 10:10:01 午前,141.2,3.02,7.55,1015.750
11907,03/16/2021 10:20:01 午前,148.7,3.52,6.54,1015.750
11908,03/16/2021 10:30:01 午前,121.2,4.03,8.56,1015.750
11909,03/16/2021 10:40:01 午前,93.7,2.52,6.54,1015.750
11910,03/16/2021 10:50:01 午前,71.2,2.52,6.04,1015.850
11911,03/16/2021 11:00:01 午前,61.2,2.52,5.03,1015.850
11912,03/16/2021 11:10:01 午前,93.7,3.02,5.54,1015.650
11913,03/16/2021 11:20:01 午前,88.7,3.52,8.05,1015.450
11914,03/16/2021 11:30:01 午前,78.7,4.03,8.56,1015.450
11915,03/16/2021 11:40:01 午前,61.2,5.54,10.57,1015.450
11916,03/16/2021 11:50:01 午前,83.7,6.04,11.58,1015.250
11917,03/16/2021 12:00:01 午後,96.2,6.54,11.58,1015.150
11918,03/16/2021 12:10:01 午後,76.2,6.54,11.58,1015.050
11919,03/16/2021 12:20:01 午後,76.2,6.04,10.57,1015.150
11920,03/16/2021 12:30:01 午後,111.2,6.04,10.07,1014.950
11921,03/16/2021 12:40:01 午後,108.7,5.54,9.56,1014.850
11922,03/16/2021 12:50:01 午後,106.2,5.03,8.05,1014.650
11923,03/16/2021 01:00:01 午後,113.7,5.03,9.06,1014.550
11924,03/16/2021 01:10:01 午後,116.2,6.04,11.07,1014.050
11925,03/16/2021 01:20:01 午後,146.2,6.54,10.57,1013.950
11926,03/16/2021 01:30:01 午後,143.7,5.03,9.06,1013.950
11927,03/16/2021 01:40:01 午後,133.7,4.03,8.56,1013.750
11928,03/16/2021 01:50:01 午後,116.2,4.53,8.05,1013.550
11929,03/16/2021 02:00:01 午後,148.7,5.03,9.06,1013.750
11930,03/16/2021 02:10:01 午後,53.7,5.03,11.07,1013.550
11931,03/16/2021 02:20:01 午後,186.2,3.02,7.55,1013.850
11932,03/16/2021 02:30:01 午後,198.7,0.50,3.52,1013.650
11933,03/16/2021 02:40:01 午後,198.7,0.50,3.52,1013.550
11934,03/16/2021 02:50:01 午後,151.2,1.51,4.03,1013.550
11935,03/16/2021 03:00:01 午後,226.2,1.01,3.02,1013.350
11936,03/16/2021 03:10:01 午後,136.2,0.00,1.51,1013.550
11937,03/16/2021 03:20:01 午後,163.7,0.00,1.51,1013.450
11938,03/16/2021 03:30:01 午後,163.7,0.50,3.02,1013.450
11939,03/16/2021 03:40:01 午後,121.2,0.50,3.02,1013.450
11940,03/16/2021 03:50:01 午後,93.7,0.00,1.01,1013.550
11941,03/16/2021 04:00:01 午後,86.2,0.00,0.50,1013.650
11942,03/16/2021 04:10:01 午後,96.2,0.00,0.50,1013.650
11943,03/16/2021 04:20:01 午後,111.2,0.00,0.50,1013.550
11944,03/16/2021 04:30:01 午後,93.7,0.00,1.01,1013.650
11945,03/16/2021 04:40:01 午後,91.2,0.50,1.51,1013.450
11946,03/16/2021 04:50:01 午後,91.2,0.50,1.51,1013.250
11947,03/16/2021 05:00:01 午後,68.7,0.00,1.01,1013.450
11948,03/16/2021 05:10:01 午後,106.2,0.50,1.51,1013.350
11949,03/16/2021 05:20:01 午後,103.7,0.50,2.01,1013.450
11950,03/16/2021 05:30:01 午後,133.7,0.50,2.01,1013.250
11951,03/16/2021 05:40:01 午後,123.7,0.00,1.01,1013.250
11952,03/16/2021 05:50:01 午後,86.2,0.00,1.51,1013.350
11953,03/16/2021 06:00:01 午後,48.7,0.00,1.01,1013.450
11954,03/16/2021 06:10:01 午後,28.7,0.50,1.01,1013.550
11955,03/16/2021 06:20:01 午後,13.7,0.00,1.01,1013.650
11956,03/16/2021 06:30:01 午後,3.7,0.50,1.51,1013.650
11957,03/16/2021 06:40:01 午後,1.2,0.50,1.51,1013.850
11958,03/16/2021 06:50:01 午後,1.2,0.00,1.51,1013.750
11959,03/16/2021 07:00:01 午後,1.2,0.50,2.01,1013.850
11960,03/16/2021 07:10:01 午後,1.2,1.01,2.01,1013.950
11961,03/16/2021 07:20:01 午後,1.2,1.01,2.01,1013.950
11962,03/16/2021 07:30:01 午後,1.2,1.01,2.52,1013.950
11963,03/16/2021 07:40:01 午後,1.2,0.50,2.01,1014.250
11964,03/16/2021 07:50:01 午後,1.2,0.00,1.51,1014.250
11965,03/16/2021 08:00:01 午後,1.2,0.50,2.01,1014.250
11966,03/16/2021 08:10:01 午後,1.2,0.50,2.52,1014.350
11967,03/16/2021 08:20:01 午後,1.2,0.00,1.51,1014.250
11968,03/16/2021 08:30:01 午後,1.2,0.00,0.50,1014.350
11969,03/16/2021 08:40:01 午後,1.2,0.00,1.51,1014.550
11970,03/16/2021 08:50:01 午後,1.2,0.00,1.01,1014.550
11971,03/16/2021 09:00:01 午後,1.2,0.00,1.01,1014.650
11972,03/16/2021 09:10:01 午後,1.2,0.00,1.01,1014.650
11973,03/16/2021 09:20:01 午後,1.2,0.00,1.51,1014.750
11974,03/16/2021 09:30:01 午後,1.2,0.00,1.01,1014.850
11975,03/16/2021 09:40:01 午後,1.2,0.00,1.01,1014.850
11976,03/16/2021 09:50:01 午後,1.2,0.00,1.01,1014.750
11977,03/16/2021 10:00:01 午後,1.2,0.00,1.01,1014.750
11978,03/16/2021 10:10:01 午後,1.2,0.00,2.01,1014.950
11979,03/16/2021 10:20:01 午後,1.2,0.00,1.01,1015.050
11980,03/16/2021 10:30:01 午後,1.2,0.00,1.51,1015.050
11981,03/16/2021 10:40:01 午後,1.2,0.00,0.50,1015.150
11982,03/16/2021 10:50:01 午後,1.2,0.00,0.50,1015.050
11983,03/16/2021 11:00:01 午後,1.2,0.00,0.50,1015.050
11984,03/16/2021 11:10:01 午後,1.2,0.00,0.50,1015.150
11985,03/16/2021 11:20:01 午後,1.2,0.00,1.01,1015.050
11986,03/16/2021 11:30:01 午後,1.2,0.00,0.50,1015.150
11987,03/16/2021 11:40:01 午後,1.2,0.00,0.50,1015.250
11988,03/16/2021 11:50:01 午後,1.2,0.00,1.01,1015.350
11989,03/17/2021 12:00:01 午前,1.2,0.00,0.50,1015.150
11990,03/17/2021 12:10:01 午前,1.2,0.00,1.01,1015.150
11991,03/17/2021 12:20:01 午前,1.2,0.00,1.01,1015.250
11992,03/17/2021 12:30:01 午前,1.2,0.00,1.01,1015.450
11993,03/17/2021 12:40:01 午前,1.2,0.00,1.01,1015.250
11994,03/17/2021 12:50:01 午前,1.2,0.00,0.50,1015.250
11995,03/17/2021 01:00:01 午前,1.2,0.00,1.51,1015.250
11996,03/17/2021 01:10:01 午前,1.2,0.00,1.01,1015.250
11997,03/17/2021 01:20:01 午前,1.2,0.00,1.01,1015.250
11998,03/17/2021 01:30:01 午前,1.2,0.00,0.50,1015.350
11999,03/17/2021 01:40:01 午前,1.2,0.00,1.01,1015.150
12000,03/17/2021 01:50:01 午前,1.2,0.00,1.01,1015.050
12001,03/17/2021 02:00:01 午前,1.2,0.00,1.01,1015.050
12002,03/17/2021 02:10:01 午前,1.2,0.00,1.01,1015.250
12003,03/17/2021 02:20:01 午前,1.2,0.00,1.01,1015.050
12004,03/17/2021 02:30:01 午前,1.2,0.00,0.50,1014.950
12005,03/17/2021 02:40:01 午前,1.2,0.00,1.51,1014.850
12006,03/17/2021 02:50:01 午前,1.2,0.00,1.01,1014.750
12007,03/17/2021 03:00:01 午前,1.2,0.00,0.50,1014.850
12008,03/17/2021 03:10:01 午前,1.2,0.00,1.51,1014.850
12009,03/17/2021 03:20:01 午前,1.2,0.00,1.01,1014.750
12010,03/17/2021 03:30:01 午前,1.2,0.00,0.50,1014.750
12011,03/17/2021 03:40:01 午前,1.2,0.00,0.50,1014.850
12012,03/17/2021 03:50:01 午前,1.2,0.00,0.00,1014.850
12013,03/17/2021 04:00:01 午前,1.2,0.00,0.00,1014.950
12014,03/17/2021 04:10:01 午前,1.2,0.00,1.51,1015.250
12015,03/17/2021 04:20:01 午前,1.2,0.00,0.50,1015.050
12016,03/17/2021 04:30:01 午前,1.2,0.00,0.50,1015.050
12017,03/17/2021 04:40:01 午前,1.2,0.00,0.50,1014.950
12018,03/17/2021 04:50:01 午前,1.2,0.00,0.50,1014.950
12019,03/17/2021 05:00:01 午前,1.2,0.00,0.50,1014.950
12020,03/17/2021 05:10:01 午前,1.2,0.00,0.50,1014.950
12021,03/17/2021 05:20:01 午前,1.2,0.00,1.01,1015.050
12022,03/17/2021 05:30:01 午前,1.2,0.00,0.50,1015.050
12023,03/17/2021 05:40:01 午前,1.2,0.00,0.50,1015.250
12024,03/17/2021 05:50:01 午前,1.2,0.00,0.50,1015.250
12025,03/17/2021 06:00:01 午前,1.2,0.00,0.50,1015.350
12026,03/17/2021 06:10:01 午前,1.2,0.00,0.50,1015.550
12027,03/17/2021 06:20:01 午前,1.2,0.00,1.01,1015.550
12028,03/17/2021 06:30:01 午前,6.2,0.00,1.01,1015.850
12029,03/17/2021 06:40:01 午前,21.2,0.00,1.51,1015.550
12030,03/17/2021 06:50:01 午前,41.2,0.00,1.51,1015.650
12031,03/17/2021 07:00:01 午前,61.2,0.00,0.50,1015.550
12032,03/17/2021 07:10:01 午前,73.7,0.00,0.50,1015.750
12033,03/17/2021 07:20:01 午前,98.7,0.00,1.01,1015.850
12034,03/17/2021 07:30:01 午前,123.7,0.00,0.50,1015.850
12035,03/17/2021 07:40:01 午前,173.7,0.00,0.50,1015.850
12036,03/17/2021 07:50:01 午前,356.2,0.00,0.50,1015.350
12037,03/17/2021 08:00:01 午前,418.7,0.00,0.50,1015.450
12038,03/17/2021 08:10:01 午前,483.7,0.00,0.00,1015.350
12039,03/17/2021 08:20:01 午前,546.2,0.00,0.00,1015.350
12040,03/17/2021 08:30:01 午前,613.7,0.00,0.00,1015.350
12041,03/17/2021 08:40:01 午前,676.2,0.00,1.51,1015.350
12042,03/17/2021 08:50:01 午前,738.7,0.00,2.01,1015.450
12043,03/17/2021 09:00:01 午前,813.7,0.00,1.51,1015.650
12044,03/17/2021 09:10:01 午前,891.2,0.00,1.51,1015.850
12045,03/17/2021 09:20:01 午前,961.2,0.00,1.01,1016.150
12046,03/17/2021 09:30:01 午前,1043.7,0.50,2.01,1016.250
12047,03/17/2021 09:40:01 午前,1116.2,1.01,3.52,1016.450
12048,03/17/2021 09:50:01 午前,1183.7,1.01,2.52,1016.550
12049,03/17/2021 10:00:01 午前,1228.7,0.50,3.02,1016.450
12050,03/17/2021 10:10:01 午前,1273.7,1.01,3.02,1016.450
12051,03/17/2021 10:20:01 午前,1323.7,1.01,4.03,1016.450
12052,03/17/2021 10:30:01 午前,1368.7,1.01,3.52,1016.450
12053,03/17/2021 10:40:01 午前,1403.7,1.51,3.52,1016.350
12054,03/17/2021 10:50:01 午前,1446.2,1.01,4.53,1016.150
12055,03/17/2021 11:00:01 午前,1481.2,1.01,3.02,1016.050
12056,03/17/2021 11:10:01 午前,1516.2,0.50,3.02,1016.050
12057,03/17/2021 11:20:01 午前,1523.7,1.01,3.02,1015.850
12058,03/17/2021 11:30:01 午前,1556.2,1.01,3.02,1015.850
12059,03/17/2021 11:40:01 午前,1568.7,1.01,3.02,1015.650
12060,03/17/2021 11:50:01 午前,1583.7,1.01,3.52,1015.750
12061,03/17/2021 12:00:01 午後,1603.7,1.51,4.03,1015.750
